ppg,art
58.883423,68.211945
57.303482,68.211945
56.51352,68.211945
55.328568,67.22452
53.748642,68.211945
52.56369,69.19943
51.37874,71.17435
49.798813,74.13669
49.00885,79.074005
47.8239,84.99875
47.033936,92.89841
46.638947,99.81058
45.848984,105.73532
45.848984,110.67264
45.453995,114.62247
45.05902,115.60989
45.05902,114.62247
45.05902,112.64755
44.664032,109.68515
44.664032,105.73532
44.26906,102.77298
43.87407,98.82315
43.47908,95.86075
43.084106,93.88583
42.294144,90.92349
41.899155,88.94858
41.10919,85.986176
41.10919,84.01126
40.714203,82.03635
40.31923,80.06143
39.92424,79.074005
39.134277,78.08652
38.73929,77.09909
37.949326,77.09909
37.554337,78.08652
37.159363,79.074005
36.764374,80.06143
36.3694,81.04892
36.3694,81.04892
36.3694,81.04892
35.97441,81.04892
35.97441,80.06143
35.97441,79.074005
36.764374,78.08652
37.159363,77.09909
37.554337,76.1116
38.344315,75.124176
39.52925,74.13669
40.714203,74.13669
42.689117,74.13669
44.664032,73.14926
46.243973,73.14926
48.61386,73.14926
50.588776,72.16177
52.56369,72.16177
54.538605,71.17435
56.11853,71.17435
56.51352,71.17435
57.69847,70.18686
58.093445,69.19943
58.093445,69.19943
58.093445,69.19943
57.69847,68.211945
57.303482,69.19943
56.51352,68.211945
55.723557,68.211945
54.538605,68.211945
52.95868,67.22452
51.773727,68.211945
50.588776,68.211945
49.00885,69.19943
47.42891,69.19943
46.243973,70.18686
45.05902,73.14926
43.87407,78.08652
43.084106,82.03635
42.294144,88.94858
41.899155,94.87332
41.504166,99.81058
41.504166,104.747894
40.714203,107.710236
40.714203,108.69772
40.31923,108.69772
40.31923,106.72281
39.92424,103.76041
39.134277,99.81058
38.73929,95.86075
38.73929,91.91092
37.949326,88.94858
37.949326,86.97366
37.554337,84.01126
36.764374,81.04892
36.3694,79.074005
35.579437,78.08652
35.18445,76.1116
34.78946,75.124176
33.999496,74.13669
33.604523,74.13669
33.209534,75.124176
32.814545,76.1116
32.41957,76.1116
32.024582,77.09909
31.629608,77.09909
31.629608,78.08652
31.23462,77.09909
30.83963,77.09909
30.83963,77.09909
30.83963,75.124176
30.83963,75.124176
31.23462,74.13669
31.629608,73.14926
32.41957,72.16177
32.814545,72.16177
34.394485,71.17435
35.97441,71.17435
37.949326,70.18686
39.52925,70.18686
41.504166,70.18686
43.87407,70.18686
45.848984,69.19943
47.8239,69.19943
49.403824,69.19943
50.983765,68.211945
51.37874,67.22452
51.773727,67.22452
52.1687,67.22452
51.37874,67.22452
50.588776,67.22452
50.193787,67.22452
49.00885,66.23703
47.8239,66.23703
46.638947,66.23703
45.848984,66.23703
44.26906,66.23703
43.47908,66.23703
42.689117,67.22452
41.899155,67.22452
41.504166,68.211945
40.714203,70.18686
40.31923,73.14926
39.92424,76.1116
39.52925,82.03635
39.134277,86.97366
39.134277,92.89841
38.73929,97.83566
38.73929,100.798065
38.73929,102.77298
38.73929,102.77298
38.344315,101.78549
37.949326,98.82315
37.554337,95.86075
37.159363,90.92349
36.764374,87.96109
36.3694,84.01126
35.579437,81.04892
35.18445,79.074005
34.394485,77.09909
33.999496,75.124176
33.209534,73.14926
32.814545,71.17435
32.024582,70.18686
31.629608,70.18686
30.83963,71.17435
30.444656,71.17435
30.444656,72.16177
30.049667,73.14926
30.049667,74.13669
30.049667,75.124176
30.049667,75.124176
29.654694,75.124176
29.654694,75.124176
29.654694,74.13669
29.654694,73.14926
30.049667,72.16177
30.049667,71.17435
30.444656,70.18686
30.83963,69.19943
31.629608,69.19943
32.814545,69.19943
33.604523,68.211945
35.579437,69.19943
37.159363,68.211945
39.134277,67.22452
41.10919,67.22452
43.084106,67.22452
45.05902,67.22452
47.033936,66.23703
48.218872,66.23703
49.403824,66.23703
50.588776,66.23703
50.588776,66.23703
50.193787,65.2496
49.798813,65.2496
48.218872,64.262115
47.033936,64.262115
45.848984,64.262115
44.664032,65.2496
43.47908,64.262115
42.294144,64.262115
41.10919,65.2496
40.31923,65.2496
39.52925,65.2496
38.73929,67.22452
37.949326,69.19943
37.949326,73.14926
37.949326,78.08652
37.554337,84.01126
37.554337,89.936005
37.554337,94.87332
37.554337,99.81058
37.554337,101.78549
37.554337,102.77298
37.554337,101.78549
36.764374,99.81058
36.3694,95.86075
35.97441,92.89841
35.579437,88.94858
35.18445,84.99875
34.78946,82.03635
34.394485,80.06143
33.999496,77.09909
33.604523,75.124176
33.209534,73.14926
32.814545,71.17435
32.814545,70.18686
32.41957,70.18686
32.41957,70.18686
32.024582,71.17435
32.024582,71.17435
31.629608,72.16177
31.23462,73.14926
31.23462,74.13669
30.83963,74.13669
30.83963,75.124176
30.83963,74.13669
30.83963,74.13669
31.23462,72.16177
30.83963,72.16177
31.23462,71.17435
31.629608,70.18686
32.024582,70.18686
32.814545,69.19943
33.209534,68.211945
34.78946,68.211945
36.764374,68.211945
38.344315,68.211945
40.31923,68.211945
42.294144,67.22452
44.664032,67.22452
46.638947,67.22452
48.218872,67.22452
49.403824,67.22452
50.588776,66.23703
50.983765,66.23703
51.37874,65.2496
51.37874,65.2496
50.588776,65.2496
49.798813,65.2496
48.61386,65.2496
47.8239,64.262115
46.243973,64.262115
44.664032,64.262115
43.084106,64.262115
42.689117,65.2496
41.504166,65.2496
40.714203,67.22452
40.31923,69.19943
39.92424,72.16177
39.52925,76.1116
39.134277,82.03635
39.134277,88.94858
39.52925,94.87332
39.134277,99.81058
39.134277,103.76041
39.134277,105.73532
38.73929,106.72281
38.73929,105.73532
38.344315,102.77298
37.949326,98.82315
37.949326,95.86075
37.159363,93.88583
36.764374,88.94858
36.3694,85.986176
36.3694,84.01126
35.97441,81.04892
35.97441,80.06143
35.579437,78.08652
35.18445,76.1116
35.579437,74.13669
35.18445,74.13669
35.18445,74.13669
35.18445,73.14926
35.18445,74.13669
35.18445,74.13669
35.18445,75.124176
35.579437,76.1116
35.579437,77.09909
35.18445,77.09909
35.18445,77.09909
35.18445,76.1116
35.18445,76.1116
35.579437,75.124176
35.18445,74.13669
35.579437,73.14926
35.97441,73.14926
36.764374,72.16177
37.554337,71.17435
38.73929,71.17435
40.714203,70.18686
41.899155,71.17435
44.26906,71.17435
46.638947,70.18686
48.61386,70.18686
50.588776,69.19943
52.56369,69.19943
54.933594,68.211945
56.11853,68.211945
56.90851,68.211945
57.303482,67.22452
57.69847,68.211945
57.303482,68.211945
56.51352,68.211945
55.723557,67.22452
54.538605,67.22452
53.353653,66.23703
51.773727,66.23703
50.983765,66.23703
49.798813,67.22452
48.61386,68.211945
47.42891,70.18686
46.243973,72.16177
45.05902,77.09909
44.26906,83.023834
43.47908,88.94858
43.084106,96.848236
42.294144,102.77298
41.899155,107.710236
41.504166,111.660065
41.504166,112.64755
41.10919,112.64755
41.10919,111.660065
41.10919,107.710236
41.10919,104.747894
41.10919,100.798065
40.714203,97.83566
40.714203,94.87332
40.714203,91.91092
40.31923,89.936005
39.92424,87.96109
39.52925,85.986176
39.52925,83.023834
38.344315,81.04892
37.949326,79.074005
37.554337,79.074005
37.159363,78.08652
36.764374,77.09909
35.97441,78.08652
35.579437,78.08652
35.18445,79.074005
34.78946,80.06143
34.78946,80.06143
34.394485,81.04892
33.999496,81.04892
33.999496,80.06143
33.999496,80.06143
34.78946,79.074005
34.78946,78.08652
35.579437,77.09909
35.97441,76.1116
36.764374,75.124176
38.344315,75.124176
40.31923,74.13669
41.899155,74.13669
44.26906,74.13669
47.033936,73.14926
49.00885,73.14926
51.773727,72.16177
54.143616,72.16177
56.11853,71.17435
58.093445,71.17435
59.27841,71.17435
60.06836,71.17435
60.46335,71.17435
60.46335,70.18686
59.67337,70.18686
59.27841,69.19943
58.883423,69.19943
57.69847,68.211945
56.90851,68.211945
56.11853,68.211945
55.328568,68.211945
54.143616,68.211945
52.95868,68.211945
52.1687,70.18686
50.983765,72.16177
50.193787,77.09909
49.403824,82.03635
49.00885,89.936005
48.218872,96.848236
47.8239,103.76041
47.42891,108.69772
47.033936,113.63498
46.243973,114.62247
45.848984,114.62247
45.848984,114.62247
45.453995,111.660065
45.453995,107.710236
44.664032,104.747894
44.664032,101.78549
43.87407,97.83566
43.47908,95.86075
43.084106,91.91092
42.689117,90.92349
41.899155,87.96109
41.504166,84.99875
41.10919,83.023834
40.31923,80.06143
40.31923,79.074005
39.92424,78.08652
39.134277,77.09909
38.73929,77.09909
38.344315,78.08652
37.554337,78.08652
37.159363,79.074005
37.159363,80.06143
36.764374,81.04892
36.3694,81.04892
35.97441,81.04892
35.579437,80.06143
35.97441,79.074005
35.97441,78.08652
35.97441,77.09909
35.97441,76.1116
37.159363,75.124176
38.344315,74.13669
39.92424,74.13669
41.504166,73.14926
43.47908,73.14926
45.848984,73.14926
47.8239,73.14926
50.193787,73.14926
52.56369,72.16177
54.538605,71.17435
55.723557,71.17435
57.303482,70.18686
58.093445,70.18686
58.488434,70.18686
58.093445,69.19943
58.093445,69.19943
57.69847,69.19943
56.90851,68.211945
55.723557,68.211945
54.933594,68.211945
53.748642,68.211945
52.56369,68.211945
51.37874,69.19943
50.193787,68.211945
49.00885,69.19943
47.42891,69.19943
46.243973,70.18686
45.453995,73.14926
44.664032,75.124176
43.47908,80.06143
43.084106,84.99875
42.294144,90.92349
41.504166,96.848236
41.504166,101.78549
40.714203,105.73532
40.714203,106.72281
40.31923,106.72281
39.92424,105.73532
39.134277,102.77298
39.134277,99.81058
38.344315,95.86075
37.949326,91.91092
37.159363,88.94858
36.764374,85.986176
35.97441,84.01126
35.97441,82.03635
35.18445,79.074005
35.18445,77.09909
34.78946,75.124176
33.999496,74.13669
33.604523,73.14926
33.209534,73.14926
32.814545,74.13669
32.41957,74.13669
32.024582,75.124176
31.629608,75.124176
31.23462,77.09909
31.23462,77.09909
31.23462,77.09909
30.83963,76.1116
30.83963,76.1116
30.83963,75.124176
31.23462,74.13669
31.23462,73.14926
31.629608,73.14926
32.024582,72.16177
32.814545,72.16177
33.999496,72.16177
35.18445,71.17435
36.3694,70.18686
37.949326,70.18686
39.92424,70.18686
41.504166,70.18686
43.084106,69.19943
45.05902,68.211945
47.033936,69.19943
48.218872,68.211945
49.403824,68.211945
49.798813,67.22452
50.588776,67.22452
50.193787,67.22452
49.798813,67.22452
49.00885,67.22452
48.218872,66.23703
47.033936,66.23703
45.848984,66.23703
44.664032,66.23703
43.47908,66.23703
42.689117,66.23703
41.504166,65.2496
40.714203,66.23703
39.92424,67.22452
39.52925,69.19943
39.134277,71.17435
39.134277,75.124176
38.344315,79.074005
38.344315,84.99875
38.73929,89.936005
38.344315,94.87332
38.344315,98.82315
38.344315,101.78549
37.949326,101.78549
37.554337,101.78549
37.554337,98.82315
37.159363,94.87332
36.764374,91.91092
36.3694,88.94858
35.97441,84.99875
35.18445,82.03635
34.394485,79.074005
33.999496,76.1116
33.209534,74.13669
32.814545,73.14926
32.024582,71.17435
31.629608,70.18686
30.83963,70.18686
30.444656,70.18686
30.444656,71.17435
30.049667,72.16177
29.259705,73.14926
29.259705,74.13669
29.259705,74.13669
28.864716,74.13669
28.864716,75.124176
29.259705,74.13669
28.864716,73.14926
28.864716,72.16177
29.259705,72.16177
29.654694,71.17435
29.654694,70.18686
30.444656,69.19943
31.23462,69.19943
32.024582,69.19943
33.604523,68.211945
35.18445,69.19943
37.159363,68.211945
38.73929,68.211945
41.10919,68.211945
43.47908,67.22452
45.453995,66.23703
47.42891,66.23703
49.00885,66.23703
50.588776,66.23703
51.37874,66.23703
51.37874,65.2496
51.773727,66.23703
51.773727,65.2496
50.983765,65.2496
49.798813,64.262115
49.00885,64.262115
47.42891,64.262115
45.848984,64.262115
45.05902,64.262115
43.47908,64.262115
42.689117,65.2496
41.899155,66.23703
41.10919,67.22452
40.31923,70.18686
39.52925,74.13669
39.134277,80.06143
38.344315,85.986176
38.344315,90.92349
37.949326,96.848236
37.554337,99.81058
37.159363,101.78549
36.764374,102.77298
36.3694,100.798065
35.97441,98.82315
35.18445,94.87332
34.78946,90.92349
34.394485,86.97366
33.999496,84.01126
33.999496,82.03635
33.604523,79.074005
33.209534,77.09909
33.209534,75.124176
32.814545,73.14926
32.814545,72.16177
32.41957,71.17435
32.024582,70.18686
32.024582,70.18686
31.629608,70.18686
32.024582,71.17435
31.629608,72.16177
31.629608,73.14926
31.23462,74.13669
31.629608,75.124176
31.23462,75.124176
31.23462,74.13669
30.83963,74.13669
31.23462,73.14926
31.629608,72.16177
31.629608,72.16177
32.41957,70.18686
32.814545,70.18686
33.604523,69.19943
34.394485,70.18686
35.97441,69.19943
37.949326,68.211945
39.52925,68.211945
41.504166,68.211945
43.47908,68.211945
45.848984,68.211945
47.42891,67.22452
49.00885,67.22452
50.193787,67.22452
51.773727,66.23703
51.37874,67.22452
51.37874,66.23703
51.37874,65.2496
50.588776,65.2496
49.00885,65.2496
48.218872,65.2496
47.033936,64.262115
45.453995,65.2496
44.26906,65.2496
43.47908,65.2496
42.689117,66.23703
41.899155,66.23703
41.504166,68.211945
41.504166,70.18686
41.504166,74.13669
41.504166,80.06143
41.899155,85.986176
42.689117,91.91092
43.47908,96.848236
44.26906,102.77298
44.664032,106.72281
45.453995,106.72281
45.848984,106.72281
45.848984,105.73532
45.453995,101.78549
44.664032,99.81058
44.26906,94.87332
43.47908,91.91092
42.689117,88.94858
41.899155,85.986176
41.10919,84.99875
40.31923,82.03635
39.52925,80.06143
39.134277,78.08652
38.344315,76.1116
37.949326,75.124176
37.554337,74.13669
36.764374,73.14926
36.764374,74.13669
36.3694,75.124176
35.97441,75.124176
35.579437,76.1116
35.18445,77.09909
35.18445,78.08652
34.78946,78.08652
34.78946,77.09909
35.18445,77.09909
35.18445,76.1116
35.579437,76.1116
35.579437,75.124176
36.3694,74.13669
36.764374,73.14926
37.554337,72.16177
38.73929,72.16177
40.31923,72.16177
41.899155,72.16177
43.87407,71.17435
46.243973,71.17435
49.00885,70.18686
51.37874,70.18686
53.353653,70.18686
55.328568,69.19943
56.90851,69.19943
57.69847,68.211945
57.69847,68.211945
58.488434,68.211945
58.093445,68.211945
57.303482,68.211945
56.51352,67.22452
55.328568,67.22452
54.538605,67.22452
52.95868,67.22452
51.773727,67.22452
50.983765,67.22452
49.798813,68.211945
48.61386,70.18686
47.8239,72.16177
47.033936,76.1116
46.638947,81.04892
45.848984,87.96109
45.453995,93.88583
44.664032,101.78549
44.26906,106.72281
43.87407,110.67264
43.47908,112.64755
43.084106,113.63498
43.084106,111.660065
42.689117,109.68515
42.689117,105.73532
42.294144,102.77298
42.294144,98.82315
41.899155,96.848236
41.504166,92.89841
41.504166,90.92349
41.10919,89.936005
41.10919,86.97366
40.714203,84.99875
40.31923,83.023834
39.92424,81.04892
39.52925,80.06143
39.134277,79.074005
38.73929,78.08652
37.949326,78.08652
37.949326,79.074005
37.159363,80.06143
36.764374,81.04892
36.3694,81.04892
35.97441,81.04892
35.97441,81.04892
35.579437,81.04892
35.579437,80.06143
35.579437,79.074005
35.579437,78.08652
36.3694,77.09909
36.764374,76.1116
37.554337,76.1116
38.73929,75.124176
40.31923,75.124176
41.899155,74.13669
43.87407,74.13669
45.848984,74.13669
48.61386,73.14926
50.983765,73.14926
53.353653,73.14926
55.723557,72.16177
57.69847,71.17435
59.27841,71.17435
59.67337,70.18686
60.858337,70.18686
61.253326,70.18686
61.253326,70.18686
60.858337,70.18686
60.46335,69.19943
60.06836,69.19943
58.883423,69.19943
58.488434,69.19943
57.303482,68.211945
56.11853,68.211945
54.933594,69.19943
53.748642,69.19943
52.56369,72.16177
51.773727,74.13669
50.193787,79.074005
49.798813,84.01126
48.61386,91.91092
47.8239,97.83566
47.033936,103.76041
46.638947,109.68515
46.243973,112.64755
45.453995,113.63498
45.05902,113.63498
44.26906,111.660065
43.87407,108.69772
43.87407,105.73532
43.084106,101.78549
43.084106,98.82315
42.689117,95.86075
42.294144,92.89841
41.899155,89.936005
41.504166,87.96109
41.10919,85.986176
40.31923,84.01126
39.92424,81.04892
38.73929,79.074005
37.949326,78.08652
36.764374,78.08652
35.97441,77.09909
35.18445,78.08652
34.78946,78.08652
33.999496,79.074005
33.999496,80.06143
33.999496,80.06143
33.604523,80.06143
33.999496,80.06143
34.394485,79.074005
34.78946,79.074005
35.18445,77.09909
35.97441,77.09909
36.764374,76.1116
37.554337,75.124176
38.73929,75.124176
39.92424,74.13669
41.10919,74.13669
43.084106,73.14926
44.664032,73.14926
47.033936,73.14926
48.61386,73.14926
50.193787,72.16177
51.773727,72.16177
53.353653,72.16177
53.748642,71.17435
54.538605,70.18686
54.933594,70.18686
54.933594,70.18686
54.143616,69.19943
53.748642,69.19943
52.95868,69.19943
52.1687,68.211945
51.37874,68.211945
50.588776,68.211945
49.798813,68.211945
49.00885,67.22452
47.8239,68.211945
47.42891,68.211945
46.243973,68.211945
45.848984,70.18686
44.664032,71.17435
43.87407,73.14926
43.084106,76.1116
42.294144,81.04892
41.504166,85.986176
40.31923,91.91092
39.52925,97.83566
38.73929,101.78549
37.949326,103.76041
37.554337,105.73532
36.3694,104.747894
35.97441,102.77298
35.579437,100.798065
34.78946,96.848236
34.78946,93.88583
34.394485,88.94858
34.394485,85.986176
34.78946,83.023834
35.18445,80.06143
35.579437,78.08652
35.97441,76.1116
35.97441,74.13669
36.764374,73.14926
36.764374,72.16177
36.3694,73.14926
35.97441,72.16177
35.18445,73.14926
34.394485,74.13669
33.604523,75.124176
32.814545,76.1116
32.024582,77.09909
31.629608,77.09909
31.23462,77.09909
30.83963,76.1116
30.444656,76.1116
30.444656,74.13669
30.444656,73.14926
31.23462,72.16177
31.629608,71.17435
32.41957,71.17435
33.209534,71.17435
34.78946,70.18686
36.3694,70.18686
37.554337,70.18686
39.52925,70.18686
41.504166,69.19943
43.084106,69.19943
44.664032,68.211945
45.848984,68.211945
47.42891,68.211945
47.8239,67.22452
48.218872,67.22452
48.61386,67.22452
48.61386,66.23703
47.8239,67.22452
47.033936,66.23703
46.243973,66.23703
45.848984,65.2496
45.453995,65.2496
45.05902,66.23703
44.664032,65.2496
44.664032,65.2496
44.664032,66.23703
44.664032,66.23703
45.05902,67.22452
45.453995,68.211945
45.453995,71.17435
45.05902,74.13669
44.664032,79.074005
44.26906,84.99875
43.47908,89.936005
42.689117,94.87332
41.899155,98.82315
40.714203,100.798065
39.52925,102.77298
38.344315,100.798065
36.764374,98.82315
36.3694,94.87332
35.18445,90.92349
34.78946,87.96109
33.604523,84.99875
33.604523,82.03635
33.209534,79.074005
32.814545,77.09909
32.814545,74.13669
32.814545,72.16177
32.814545,71.17435
32.024582,70.18686
31.629608,69.19943
31.23462,70.18686
30.83963,70.18686
30.049667,71.17435
29.654694,72.16177
29.259705,73.14926
28.864716,74.13669
28.469742,74.13669
27.67978,74.13669
27.28479,74.13669
27.28479,74.13669
27.28479,73.14926
26.889801,72.16177
26.889801,71.17435
27.67978,71.17435
28.074753,71.17435
29.259705,70.18686
30.444656,70.18686
31.629608,70.18686
33.604523,69.19943
35.97441,69.19943
38.344315,69.19943
40.714203,68.211945
42.689117,68.211945
45.05902,68.211945
47.033936,67.22452
48.61386,66.23703
49.798813,66.23703
50.588776,66.23703
50.588776,66.23703
50.193787,66.23703
49.798813,65.2496
49.00885,65.2496
47.8239,65.2496
46.638947,65.2496
45.05902,64.262115
43.87407,63.27469
42.294144,63.27469
40.714203,62.2872
40.31923,62.2872
39.52925,62.2872
38.73929,62.2872
38.344315,61.299774
37.949326,61.299774
37.554337,61.299774
37.554337,61.299774
37.159363,61.299774
37.159363,61.299774
37.159363,61.299774
37.159363,61.299774
36.764374,60.312286
36.3694,60.312286
35.97441,60.312286
35.97441,60.312286
35.97441,60.312286
35.579437,60.312286
35.579437,60.312286
34.78946,60.312286
34.394485,59.32486
33.999496,59.32486
33.604523,58.33737
33.604523,59.32486
33.209534,58.33737
32.814545,58.33737
32.814545,58.33737
32.41957,59.32486
32.41957,58.33737
32.024582,58.33737
31.629608,58.33737
32.024582,58.33737
31.629608,58.33737
31.629608,57.349945
31.629608,57.349945
31.629608,58.33737
31.629608,57.349945
32.024582,57.349945
31.629608,57.349945
31.629608,57.349945
31.23462,57.349945
30.83963,57.349945
30.444656,57.349945
30.049667,57.349945
29.654694,56.362457
29.259705,57.349945
28.864716,57.349945
28.469742,57.349945
28.074753,57.349945
27.67978,56.362457
27.67978,56.362457
28.074753,56.362457
28.074753,56.362457
28.074753,55.37503
28.074753,56.362457
28.469742,55.37503
28.469742,55.37503
28.469742,55.37503
28.469742,55.37503
28.469742,55.37503
28.469742,55.37503
28.469742,55.37503
28.469742,56.362457
